  Operator non-availability periods., 4OR
  Distributed Energy Resource Coordination Over Time-Varying Directed Communication Networks., IEEE Trans. Control. Netw. Syst.
  Scheduling of EV Battery Swapping-Part II Distributed Solutions., IEEE Trans. Control. Netw. Syst.
  Scheduling of EV Battery Swapping - Part I Centralized Solution., IEEE Trans. Control. Netw. Syst.
  Event-Triggered Pinning Control of Switching Networks., IEEE Trans. Control. Netw. Syst.
  Comparison of Hybrid Control Techniques for Buck and Boost DC-DC Converters., IEEE Trans. Control. Syst. Technol.
  Predicting COVID-19 in China Using Hybrid AI Model., IEEE Trans. Cybern.
  Yes, Machine Learning Can Be More Secure! A Case Study on Android Malware Detection., IEEE Trans. Dependable Secur. Comput.
  HAL - The Missing Piece of the Puzzle for Hardware Reverse Engineering, Trojan Detection and Insertion., IEEE Trans. Dependable Secur. Comput.
  2016 IEEE Education Society Awards, 2016 Frontiers in Education Conference Awards, and Selected IEEE Awards., IEEE Trans. Educ.
  GIER-A Danish Computer of Medium Size., IEEE Trans. Electron. Comput.
  FORGE Toolkit Leveraging Distributed Systems in eLearning Platforms., IEEE Trans. Emerg. Top. Comput.
  One-Board Design and Simulation of Double-Layer Perceptron Based on Metal-Oxide Memristive Nanostructures., IEEE Trans. Emerg. Top. Comput. Intell.
  The TOC-Based Algorithm for Solving Multiple Constraint Resources A Re-examination., IEEE Trans. Engineering Management
  Optimizing the Labor Strategy of a Professional Service Firm., IEEE Trans. Engineering Management
  Real-world applications of analog and digital evolvable hardware ., IEEE Trans. Evol. Comput.
  Evolutionary Black-Box Topology Optimization Challenges and Promises., IEEE Trans. Evol. Comput.
  Benchmarking a Wide Spectrum of Metaheuristic Techniques for the Radio Network Design Problem., IEEE Trans. Evol. Comput.
  A Historical Account of Types of Fuzzy Sets and Their Relationships., IEEE Trans. Fuzzy Syst.
  The ASC-Inclusion Perceptual Serious Gaming Platform for Autistic Children., IEEE Trans. Games
  The Earth observing system microwave limb sounder (EOS MLS) on the aura Satellite., IEEE Trans. Geosci. Remote. Sens.
  Learning-Assisted Optimization for Energy-Efficient Scheduling in Deadline-Aware NOMA Systems., IEEE Trans. Green Commun. Netw.
  Minimum Cost Design of Cellular Networks in Rural Areas With UAVs, Optical Rings, Solar Panels, and Batteries., IEEE Trans. Green Commun. Netw.
  Beam-Domain SWIPT for mMIMO System With Nonlinear Energy Harvesting Legitimate Terminals and a Non-Cooperative Terminal., IEEE Trans. Green Commun. Netw.
  Joint Workload Scheduling and Energy Management for Green Data Centers Powered by Fuel Cells., IEEE Trans. Green Commun. Netw.
  Energy-Efficient and Secure Resource Allocation for Multiple-Antenna NOMA With Wireless Power Transfer., IEEE Trans. Green Commun. Netw.
  Elasticity Debt Analytics Exploitation for Green Mobile Cloud Computing An Equilibrium Model., IEEE Trans. Green Commun. Netw.
  Cache-Enabled MIMO Power Line Communications With Precoding Design in Smart Grid., IEEE Trans. Green Commun. Netw.
  Fluidic Haptic Interface for Mechano-Tactile Feedback., IEEE Trans. Haptics
  Motion Scaling for High-Performance Driving Simulators., IEEE Trans. Hum. Mach. Syst.
  Advancing Image Understanding in Poor Visibility Environments A Collective Benchmark Study., IEEE Trans. Image Process.
  Low Leakage Electromagnetic Field Level and High Efficiency Using a Novel Hybrid Loop-Array Design for Wireless High Power Transfer System., IEEE Trans. Ind. Electron.
  TEAM Applications for Collaborative Road Mobility., IEEE Trans. Ind. Informatics
  Benchmarking quality-dependent and cost-sensitive score-level multimodal biometric fusion algorithms., IEEE Trans. Inf. Forensics Secur.
  The EASI project-improving the effectiveness and quality of image-guided surgery., IEEE Trans. Inf. Technol. Biomed.
  Introduction to the special issue on information theory in molecular biology and neuroscience., IEEE Trans. Inf. Theory
  Length Sensing and Control in the Virgo Gravitational Wave Interferometer., IEEE Trans. Instrum. Meas.
  Cooperative Adaptive Cruise Control Implementation of Team Mekar at the Grand Cooperative Driving Challenge., IEEE Trans. Intell. Transp. Syst.
  Lane Change and Merge Maneuvers for Connected and Automated Vehicles A Survey., IEEE Trans. Intell. Veh.
  Report on Workshop on High Performance Computing and Communications for Grand Challenge Applications Computer Vision, Speech and Natural Language Processing, and Artificial Intelligence., IEEE Trans. Knowl. Data Eng.
  Editorial A Message from the Editorial Team and an Introduction to the January-March 2016 Issue., IEEE Trans. Learn. Technol.
  A Multi-Organ Nucleus Segmentation Challenge., IEEE Trans. Medical Imaging
  SPATE Small-Group PKI-Less Authenticated Trust Establishment., IEEE Trans. Mob. Comput.
  An Experimental Platform for Macro-Scale Fluidic Medium Molecular Communication., IEEE Trans. Mol. Biol. Multi Scale Commun.
  A Comprehensive Survey on Hybrid Communication in Context of Molecular Communication and Terahertz Communication for Body-Centric Nanonetworks., IEEE Trans. Mol. Biol. Multi Scale Commun.
  A Hardware/Software Stack for Heterogeneous Systems., IEEE Trans. Multi Scale Comput. Syst.
  MixedEmotions An Open-Source Toolbox for Multimodal Emotion Analysis., IEEE Trans. Multim.
  Mirror Mirror on the Wall... An Unobtrusive Intelligent Multisensory Mirror for Well-Being Status Self-Assessment and Visualization., IEEE Trans. Multim.
  Relay-Assisted Multicast With Markov Mobility., IEEE Trans. Netw. Sci. Eng.
  A Parallel Recommender System Using a Collaborative Filtering Algorithm with Correntropy for Social Networks., IEEE Trans. Netw. Sci. Eng.
  T-NOVA An Open-Source MANO Stack for NFV Infrastructures., IEEE Trans. Netw. Serv. Manag.
  CAVIAR A 45k Neuron, 5M Synapse, 12G Connects/s AER Hardware Sensory-Processing- Learning-Actuating System for High-Speed Visual Object Recognition and Tracking., IEEE Trans. Neural Networks
  Editorial Booming of Neural Networks and Learning Systems., IEEE Trans. Neural Networks Learn. Syst.
  Trends in Data Locality Abstractions for HPC Systems., IEEE Trans. Parallel Distributed Syst.
  Argobots A Lightweight Low-Level Threading and Tasking Framework., IEEE Trans. Parallel Distributed Syst.
  The Multiscenario Multienvironment BioSecure Multimodal Database (BMDB)., IEEE Trans. Pattern Anal. Mach. Intell.
  Remaking the Pitch Reuse Strategies in Entrepreneurs' Pitch Decks., IEEE Trans. Prof. Commun.
  Making the Pitch Examining Dialogue and Revisions in Entrepreneurs' Pitch Decks., IEEE Trans. Prof. Commun.
  IEEE Reliability Society Technical Operations Annual Technical Report for 2010., IEEE Trans. Reliab.
  Folding Clothes Autonomously A Complete Pipeline., IEEE Trans. Robotics
  A Multimodal Robot for Perching and Climbing on Vertical Outdoor Surfaces., IEEE Trans. Robotics
  FAce MOUSe A novel human-machine interface for controlling the position of a laparoscope., IEEE Trans. Robotics Autom.
  Building and Querying an Enterprise Knowledge Graph., IEEE Trans. Serv. Comput.
  Multimodal Dynamic Brain Connectivity Analysis Based on Graph Signal Processing for Former Athletes With History of Multiple Concussions., IEEE Trans. Signal Inf. Process. over Networks
  Exploration of Full HD Media Decoding on a Software Defined Radio Baseband Processor., IEEE Trans. Signal Process.
  Interfacing Power System and ICT Simulators Challenges, State-of-the-Art, and Case Studies., IEEE Trans. Smart Grid
  makeSense Simplifying the Integration of Wireless Sensor Networks into Business Processes., IEEE Trans. Software Eng.
  The challenge of spoken language systems research directions for the nineties., IEEE Trans. Speech Audio Process.
  Sustainability in Network-on-Chips by Exploring Heterogeneity in Emerging Technologies., IEEE Trans. Sustain. Comput.
  A Cyber-Physical Systems Approach for Implementing the Receding Horizon Optimal Power Flow in Smart Grids., IEEE Trans. Sustain. Comput.
  Research needs and the phenomena of decisionmaking and operations., IEEE Trans. Syst. Man Cybern.
  Intelligence Analyses and the Insider Threat., IEEE Trans. Syst. Man Cybern. Part A
  Improving surgical pattern recognition through repetitive viewing of video clips., IEEE Trans. Syst. Man Cybern. Part A
  CAMPOUT a control architecture for tightly coupled coordination of multirobot systems for planetary surface exploration., IEEE Trans. Syst. Man Cybern. Part A
  How Autonomy Impacts Performance and Satisfaction Results From a Study With Spinal Cord Injured Subjects Using an Assistive Robot., IEEE Trans. Syst. Man Cybern. Part A
  Recognizing Emotions From an Ensemble of Features., IEEE Trans. Syst. Man Cybern. Part B
  The design-methods comparison project., IEEE Trans. Syst. Man Cybern. Part C
  Teaching a Robot the Semantics of Assembly Tasks., IEEE Trans. Syst. Man Cybern. Syst.
  Probabilistic Information Processing Systems Design and Evaluation., IEEE Trans. Syst. Sci. Cybern.
  Objective-Setting in a Large Industrial Firm - Case Study in Steel., IEEE Trans. Syst. Sci. Cybern.
  Studies in Postural Control Systems Part II Tendon Jerk Input., IEEE Trans. Syst. Sci. Cybern.
  Battery-Aware Operation Range Estimation for Terrestrial and Aerial Electric Vehicles., IEEE Trans. Veh. Technol.
  Editorial TVLSI Positioning - Continuing and Accelerating an Upward Trajectory., IEEE Trans. Very Large Scale Integr. Syst.
  Explanatory and Illustrative Visualization of Special and General Relativity., IEEE Trans. Vis. Comput. Graph.
  Enabling Super-Resolution Parameter Estimation for mm-Wave Channel Sounding., IEEE Trans. Wirel. Commun.
  Removing Muscle Artifacts From EEG Data via Underdetermined Joint Blind Source Separation A Simulation Study., IEEE Trans. on Circuits and Systems
  A low-power, lightweight unit to provide ubiquitous information access application and network support for InfoPad., IEEE Wirel. Commun.
  Multi-band carrier-less amplitude and phase modulation for bandlimited visible light communications systems., IEEE Wirel. Commun.
  Measurement and Configuration of DSRC Radios for Vehicle-to-Train (V2T) Safety-Critical Communications., IEEE Wirel. Commun. Lett.
  Joint Power, Altitude, Location and Bandwidth Optimization for UAV With Underlaid D2D Communications., IEEE Wirel. Commun. Lett.
  On the Co-Existence of TD-LTE and Radar Over 3.5 GHz Band An Experimental Study., IEEE Wirel. Commun. Lett.
  Optimal Epidemic Information Dissemination in Uncertain Dynamic Environment., IEEE Wirel. Commun. Lett.
  Measured Uplink Interference Caused by Aerial Vehicles in LTE Cellular Networks., IEEE Wirel. Commun. Lett.
  Offloading Optimization for Low-Latency Secure Mobile Edge Computing Systems., IEEE Wirel. Commun. Lett.
  Modeling and Exploiting the Relation Between Packet Losses and Hidden Traffic., IEEE Wirel. Commun. Lett.
  Achievable Rates and Training Overheads for a Measured LOS Massive MIMO Channel., IEEE Wirel. Commun. Lett.
  A 50-Gb/s IP router., IEEE/ACM Trans. Netw.
  Optical burst switching with burst collision resolution using a fast 4x4 PLZT switch., IEICE Electron. Express
  Calibration of timing mismatch in TIADC based on monotonicity detecting of sampled data., IEICE Electronic Express
  400Gbit/s/ch Field Demonstration of Modulation Format Adaptation Based on Pilot-Aided OSNR Estimation Using Real-Time DSP., IEICE Trans. Commun.
  Development of Microwave Kinetic Inductance Detector for Cosmological Observations., IEICE Trans. Electron.
  Complex Bandpass DeltaSigmaAD Modulator Architecture without I, Q-Path Crossing Layout., IEICE Trans. Fundam. Electron. Commun. Comput. Sci.
  NSIM An Interconnection Network Simulator for Extreme-Scale Parallel Computers., IEICE Trans. Inf. Syst.
  Automatic ear detection and feature extraction using Geometric Morphometrics and convolutional neural networks., IET Biom.
  Design of a rugged 60 V VDMOS transistor., IET Circuits Devices Syst.
  SAPHIRE intelligent healthcare monitoring based on semantic interoperability platform pilot applications., IET Commun.
